dataset,condition,removed,removed_rank,acc_cv_pred,f1_macro_cv_pred,precision_macro_cv_pred,recall_macro_cv_pred,acc_mean,acc_std,f1_macro_mean,f1_macro_std
RAVDESS,baseline,none,0,0.9180555555555555,0.9143874550023663,0.9156882822892054,0.9134114583333333,0.9158333333333333,0.035617350814067375,0.909771294798734,0.03523848167286547
RAVDESS,remove_gender,gender,1,0.9180555555555555,0.9140978931211894,0.9150424944904249,0.9134114583333333,0.9158333333333333,0.034739995451217566,0.9095296997556893,0.034119440057583744
RAVDESS,remove_actor_id,actor_id,24,0.9201388888888888,0.9163011296466126,0.9175790855183463,0.9153645833333334,0.9175000000000001,0.03617622334907929,0.9114717874106398,0.035652027134284316
RAVDESS,remove_ALL_nuisance,gender+actor_id,25,0.9201388888888888,0.9164212294243079,0.9170662588003906,0.916015625,0.9177777777777777,0.03590109871423002,0.9118913229210367,0.035379854725720646
