dataset,condition,removed,removed_rank,acc_cv_pred,f1_macro_cv_pred,precision_macro_cv_pred,recall_macro_cv_pred,acc_mean,acc_std,f1_macro_mean,f1_macro_std
ESD_chinese,baseline,none,0,0.7730857142857143,0.7719279215190908,0.7717118657330572,0.7730857142857144,0.7730857142857144,0.06490555776334894,0.7683310768687275,0.07252662301069387
ESD_chinese,remove_speaker,speaker,20,0.7723428571428571,0.7710793419039407,0.7705146920479691,0.7723428571428572,0.7723428571428571,0.0667937183897298,0.7681021044089379,0.0742531363177783
ESD_chinese,remove_gender,gender,1,0.7722857142857142,0.7711495875296158,0.7709435848557881,0.7722857142857145,0.7722857142857142,0.06629962908136462,0.7673801204526571,0.07416974541902578
ESD_chinese,remove_ALL_nuisance,speaker+gender,21,0.7715428571428572,0.7703378522909405,0.7698217805074952,0.7715428571428571,0.7715428571428571,0.06769333009075201,0.7671953313106468,0.07509148819717391
